review,sentiment,clean_review
Ok,positif,ok
Is funs,positif,is funs
Tiba2 akun di tangguhkan aneh..,negatif,akun tangguh aneh
Suka keluar akun sendiri ya skrng skrng ini knp jd gini dh,negatif,suka akun ya skrng skrng knp jd gin dh
Ini gimana sih Twitter? Mau login koq ga bisa? lemot tttttt,negatif,gimana sih twitter login koq ga lot tttttt
Good,positif,good
I like and Verry good new applycation Twitter,positif,i like and verry good new applycation twitter
Kok gak bisa di download,negatif,gak download
Kopet suu,negatif,kopet suu
Mantap,positif,mantap
Bgus,positif,bgus
Terlalu banyak iklannya,negatif,iklan
Aps,positif,aps
Jadi lelelt,negatif,lelelt
Elon Ruins Everything!!! Update!!! Everything Just Got Worse.,negatif,elon ruins everything update everything just got worse
"mau login aja dibikin ribet bgt , makin susah buat login",negatif,login aja bikin ribet bgt susah login
Bagus,positif,bagus
ok,positif,ok
Kenapa buat nonton video suka berhenti sendiri padahal internet stabil bikin kesel dah,negatif,nonton video suka henti internet stabil bikin kesel dah
Sering ke kunci padahal gak ngelngar aturan😒,negatif,kunci gak ngelngar atur
gajelas update trs,negatif,gajelas update trs
Masih banyak konten dewasa,netral,konten dewasa
Tempat nonton bkp,negatif,nonton bkp
Bagus twitter yg dulu. X busuk,negatif,bagus twitter yg x busuk
"Konyol""",negatif,konyol
"Keren *edit moon maap tida jd keren, buat fitur scroll otomatis tolong diilangin ajaa ya mks",negatif,keren edit moon maap tida jd keren fitur scroll otomatis tolong diilangin ajaa ya mks
Bagu banyak bokep nya,positif,bagu bokep nya
Aplnya dh cukup bagus,netral,aplnya dh bagus
Sip cuma terlalu banyak berita,positif,sip berita
"Sangat menghibur,",positif,hibur
mantap,positif,mantap
Ok,positif,ok
Great,positif,great
Good...,positif,good
Positif,positif,positif
"Saya suka aplikasi ini, karna bisa mendapatkan informasi tanpa batas",positif,suka aplikasi karna informasi batas
cintaa mati ku,positif,cintaa mati ku
Ok,positif,ok
Mantap bosssku,positif,mantap bosssku
Beritanya cepat update dari netizen,positif,berita cepat update netizen
Is the best,positif,is the best
Sekarang sering bgt ngebug dah,netral,bgt ngebug dah
screen loading,negatif,screen loading
Mantaaap abis 👍,positif,mantaaap abis 
Sering keluar sendiri. Bug,netral,bug
"Gak jelas, gak bisa dibukak",negatif,gak gak dibukak
Ol,positif,ol
sangatlah baguss,positif,baguss
crash hbis,netral,crash hbis
Insight baru,positif,insight
bagus,positif,bagus
Kerenn👍🏿👍🏿👍🏿😄👌🏿,positif,kerenn
"Sering buffering, loading terus. Padahal koneksi internet lancar untuk aplikasi lain.",negatif,buffering loading koneksi internet lancar aplikasi
Saya Suka Ini,positif,suka
Oke,positif,oke
The best app in the world and planet,positif,the best app in the world and planet
Hp sya tidak bisa install twitter yang versi baru Kira2 solusinya bagaimana?,negatif,hp sya install twitter versi solusi
Oke mantap,positif,oke mantap
kok gabisa ganti ava ya? udah dicoba beberapa kali tpi gabisa diubahh avanya,negatif,gabisa ganti ava ya udah coba kali tpi gabisa diubahh avanya
Hebat sekali 😉,positif,hebat 
Agus berita hiburan ada semua,positif,agus berita hibur
Ultra Lemot,negatif,ultra lot
AWESOME,positif,awesome
Bgus,positif,bgus
Mantep nih,positif,mantep nih
Download Xvideos Jv hd search,positif,download xvideos jv hd search
Bagus,positif,bagus
Ok,positif,ok
"SERING BANGET NGECRASH bingung padahal memori ga penuh, jaringan stabil dan sudah pake versi terbaru juga padahal",negatif,banget ngecrash bingung memori ga penuh jaring stabil pake versi baru
Terserah,negatif,serah
semenjak namanya jadi x ni aplikasi makin aneh aja dah,negatif,semenjak nama x ni aplikasi aneh aja dah
Keren,positif,keren
Sangat menarik,positif,tarik
"Tolong kembalikan Twitter yang dulu, apaan semenjak di-update malah makin jelek.",negatif,tolong kembali twitter semenjak diupdate jelek
pantes reting jelek,negatif,pantes reting jelek
what bro!!,negatif,what bro
banyak bokep😋😋,positif,bokep
ribet skrng twiter,negatif,ribet skrng twiter
Bagus,positif,bagus
apk tolol,negatif,apk tolol
"Bagaimana cara agar komenan terlihat dari yang terbaru, bukan dari akun cenblue g****k.",netral,komenan baru akun cenblue gk
Profile update keeps failing. It's really annoying,negatif,profile update keeps failing its really annoying
Sangat membantu,positif,bantu
Loading padahal jaringan bagus,negatif,loading jaring bagus
Suka Keluar MasuK. Sekarang mah Susah,negatif,suka masuk mah susah
Tidak bisa masuk harus masukan kode verifikasi padahal ga dikirim kode nya,negatif,masuk masuk kode verifikasi ga kirim kode nya
Ngk jelas Akun aku di tangguhkan tiba² dan GK bisa mengajukan banding Ngk jelas nih apk,negatif,ngk akun tangguh tiba gk aju banding ngk nih apk
Baik Bagus,positif,bagus
Mantap,positif,mantap
Lumayan,positif,lumayan
excellent,positif,excellent
Aplikasi payah,negatif,aplikasi payah
oke oke aja sih,positif,oke oke aja sih
Sangat bagus karena ada vidio bokeppppppp,positif,bagus vidio bokeppppppp
Memberi pengetahuan baru dalam segala hal,positif,tahu
Sekarang kok sering suspend dan sensitf,positif,suspend sensitf
"Banyak bug di hp guaa, ntah video jalan sendiri suara masih jalan meskipun ga muter videonya ntah lahh",negatif,bug hp guaa ntah video jalan suara jalan ga muter video ntah lahh
Akun sering terpental,negatif,akun pental
Bisa update aplikasi nya kah soalnya pas saya masuk gak bisa,negatif,update aplikasi nya kah pas masuk gak
SOOOOOO BADDD,negatif,soooooo baddd
sudah sangat baik pertahankan ya..trimksih,positif,tahan yatrimksih
Bagus,positif,bagus
makasih,positif,makasih
Sangat seru banyak teman,positif,seru teman
X ..bisa mempercepat wawasan Nusantara,positif,x cepat wawas nusantara
The best of the best all human like it,negatif,the best of the best all human like it
Good,positif,good
Memuas kan,positif,muas
boooo!!,negatif,boooo
Aplikasi bagus,positif,aplikasi bagus
Aku suka dengan aplikasi ini keren bisa mendapatkan Berita-berita Terbaru dari seluruh dunia,positif,suka aplikasi keren beritaberita baru dunia
Dikit dikit di suruh login ulang asuu aplikasi sampah,negatif,dikit dikit suruh login ulang asuu aplikasi sampah
Nice apk,positif,nice apk
Keren,positif,keren
"iklan, menjebak di mana-mana",negatif,iklan jebak manamana
Gembel,negatif,gembel
Yabuni,positif,yabuni
APLIKASI GOUBLOG !!!!! SANGAT LAMBAT DAN TIBA TIBA SERING ADA NOTIF TERJADI MASALAH ANJ GATAU LAH,negatif,aplikasi goublog lambat notif anj gatau
Error,negatif,error
Aplikasi taikkk sering terkunci sendiri (kurang ke amanan nya ),negatif,aplikasi taikkk kunci aman nya
Not good display,negatif,not good display
Ok,positif,ok
Cukup baguslah,positif,bagus
aplikasi apa lah ini,negatif,aplikasi
"I don't know if it's a bug or a limit, but I wonder why I can't change my X profile picture? Many users are having this problem too, if this is a bug, please fix it 🥺",netral,i dont know if its a bug or a limit but i wonder why i cant change my x profile picture many users are having this problem too if this is a bug please fix it 
Is the best,positif,is the best
GABISA LOGIN KE TIKTOK JANCOG,negatif,gabisa login tiktok jancog
Aplikasi ini sangat bagus Saya suka🤩,positif,aplikasi bagus suka
anjing lah masa akun baru buat langsung di tangguhkan. tolol banget,negatif,anjing akun langsung tangguh tolol banget
Aku nak bisa liat mas AMBA🤬🤬🤬😡,negatif,nak liat mas amba
Jelek bat elon,negatif,jelek bat elon
Bagus,positif,bagus
akun akun porno nya dihilangin ya,positif,akun akun porno nya dihilangin ya
"Tolonglah...aku mau login ke akun lama X ku gabisa masuk gara² ""ada yang mencoba memasuki akun anda.."" gejelas!! gw tu kau hapus akun lama gw itu anj masa gitu doang gabisa bngsat",positif,tolonglahaku login akun x ku gabisa masuk gara coba pasuk akun gejelas gw tu kau hapus akun gw anj gitu doang gabisa bngsat
Oke,positif,oke
Yayyy twitter ku masih gambar burung biru 😗🎶🎶,positif,yayyy twitter ku gambar burung biru 
Mantap,positif,mantap
"The error in this application is Auto Scroll, Auto refresh, Bugs, Lag, like feature removed",negatif,the error in this application is auto scroll auto refresh bugs lag like feature removed
Cukup membantu 👍👍👍,positif,bantu 
makin gak jelas,negatif,gak
too many update,negatif,too many update
Applikasi yg menyajikan barita dan information yg cepat akurat dan bermutu,positif,applikasi yg saji barita information yg cepat akurat mutu
Ajak aku naik kapal space x banggg,positif,ajak kapal space x banggg
Nice,positif,nice
Good,positif,good
Masalah akun yang tidak bisa login buat akun baru malah namanya yang tidak bisa trus guwa login pakai google gk bisa.,negatif,akun login akun nama trus guwa login pakai google gk
"Aplikasi gajelas ntol,banyak buzzer nya Anis.Mending nih aplikasi dihapus",negatif,aplikasi gajelas ntolbanyak buzzer nya anismending nih aplikasi hapus
"bagus, Lebih leluasa menjelajah",positif,bagus leluasa jelajah
Not good,negatif,not good
"buset dah X, loading nya lama bener, mau lihat video aja bisa ampe 20menit an nunggu loading nya.. padahal sinyal wifi bagus, cek buka apk lain lancar lancar aja. bener-bener dah X",negatif,buset dah x loading nya bener lihat video aja ampe menit an nunggu loading nya sinyal wifi bagus cek buka apk lancar lancar aja benerbener dah x
Minta tlg Iklan Di hapus Sangat Menganggu,positif,tlg iklan hapus menganggu
secara tampilan bgus tapi sekrang aku gak bisa liat foto lagi cuma bisa liat vidio dan gif kenapa ya,netral,tampil bgus sekrang gak liat foto liat vidio gif ya
mau login aja ribet bgt pke pke di tanya nama pengguna,negatif,login aja ribet bgt pke pke nama guna
Burik,netral,burik
Informasi nya akurat,positif,informasi nya akurat
Gak bisa-bisa login baik dari web maupun apk. Twitter jadi x makin bermasalah,negatif,gak bisabisa login web apk twitter x masalah
Jos,positif,jos
Suka aja,positif,suka aja
Mau ganti foto profil aja gak bisa,negatif,ganti foto profil aja gak
Apaan sih makin buruk aja aplikasi nih . Setiap seminggu sekali harus ganti pasword. Kurang kerjaan x ..maksud nya n apaan deh .,negatif,sih buruk aja aplikasi nih minggu ganti pasword kerja x maksud nya n deh
"akun saya tidak bisa di gunakan, pasti ada tulisan di tangguhkan mulu padahal ga ngapa ngapain",negatif,akun tulis tangguh mulu ga ngapa ngapain
Oke,positif,oke
fenjahit,positif,fenjahit
"aplikasinya bagus, saya menggunakannya",positif,aplikasi bagus guna
Saya beri BINTANG 5 semoga sukses.,positif,bintang moga sukses
Semakin simple,positif,simple
"Jelek banget sekarang, dikit2 update dikit2 lag dikit2 down. Beda pas jaman twitter",negatif,jelek banget dikit update dikit lag dikit down beda pas jaman twitter
")OOWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, yg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",negatif,oowll yg
Kebebasan benar benar di batasi,negatif,bebas batas
"Makin kesini makin aneh, ga ada sebab akun d tangguhkan, bolak balik ngajuin banding tetep ae ga kebuka, apalagi sekarang kudu berlangganan, Buajing4nnnn👎👎",negatif,kesini aneh ga akun d tangguh bolak ngajuin banding tetep ae ga buka kudu langgan buajingnnnn
Ga bisa buat akun aneh,negatif,ga akun aneh
"Tetap jaga privasi dan tetap selalu independen, Karena para user ingin bersifat bebas dalam membuat postingan kritik dan hukum",positif,jaga privasi independen user sifat bebas postingan kritik hukum
good,positif,good
Mantap,positif,mantap
Ini knp gbisa login woi kesalahan teknis mulu.,netral,knp gbisa login woi salah teknis mulu
Oke,positif,oke
Bagus banget,positif,bagus banget
mau fitur semat pesan di dm dong sama pesan berbintang please nanti kalo udah ada aku kembali memberi bintang 5 mantap,negatif,fitur semat pesan dm pesan bintang please kalo udah bintang mantap
Aplikasi sangat membantu,positif,aplikasi bantu
bagus,positif,bagus
Padahal udah di update tapi tetap gak bisa liat qrt,negatif,udah update gak liat qrt
Dosa Berjamaah Dengan X aplikasi yg khusus dewasa,positif,dosa jamaah x aplikasi yg khusus dewasa
KASMADi,positif,kasmadi
"BERTAHUN-TAHUN PAKE TWITTER BARU KALI INI KE BANNED PADAHAL GUE GA NGAPA²N, TERPAKSA BIKIN AKUN BARU, SEMENJAK DI AMBIL ALIH SAMA ELON JADI GINI, BERTAHUN² LOH ITU AKUN, BANYAK BGT KENANGANNYA, KECEWA GUE!",negatif,bertahuntahun pake twitter kali banned gue ga ngapa n paksa bikin akun semenjak ambil alih elon gin tahun loh akun bgt kenang kecewa gue
Adult,positif,adult
Bagus juga,positif,bagus
Informatif dan selalu update,positif,informatif update
Aplikasi perkumpulan orang dongo,negatif,aplikasi kumpul orang dongo
Good,positif,good
Senang,positif,senang
kecewa berat 😔,negatif,kecewa berat 
"TOLONG KEMBALIKAN FITUR ""LIKE"" jadi public lagi.",negatif,tolong kembali fitur like public
aplikasi selalu errror,negatif,aplikasi errror
Bagus,positif,bagus
Ok,positif,ok
"Saran aja ya bang, pls buat opsi sesuai negara di kolom pencarian, jadi kalo nyari sesuatu bisa fokus yang sesuai dengan negara aja🙏",positif,saran aja ya bang pls opsi sesuai negara kolom cari kalo nyari fokus sesuai negara aja
Best app,positif,best app
Mantabbb,positif,mantabbb
Yes yes,positif,yes yes
Yaj,positif,yaj
aplikasi kentot,negatif,aplikasi kentot
Where's the free speech??? The crime that the world needs to know,negatif,wheres the free speech the crime that the world needs to know
Good,positif,good
mangkin kesini mngkin buruk apk x ini karna selalu keluar dri akun sendiri padahal uda aman semua,negatif,mangkin kesini mngkin buruk apk x karna dri akun uda aman
"bikin ngeselin tiba-tiba akun anda ditangguhkan,padahal saya sudah mengikuti persyaratan dan ketentuan. aneh",negatif,bikin ngeselin tibatiba akun ditangguhkanpadahal ikut syarat tentu aneh
"kadang refresh sendiri, tapi dapet ingfo dunia mantap🗿👍",netral,kadang refresh dapet ingfo dunia mantap
Top,positif,top
Mantul..!!!,positif,mantul
"Kalau download video bisa gratis dong, Akai kuota /wifi saja",positif,download video gratis akai kuota wifi
Okey,positif,okey
Akun jadi sering close sendiri gk kaya pas masih twitteer,netral,akun close gk kaya pas twitteer
"sering banget tiba log out sendiri tiap habis ngelike/retweet, sering ngelag padahal jaringan aman, sering refresh beranda sendiri. pokoknya ga nyaman enekan jaman twitter",negatif,banget log out habis ngelikeretweet ngelag jaring aman refresh beranda pokok ga nyaman enek jaman twitter
"Aplikasinya sangat bagus dan enak untuk di lihat ,dan sama sekali tidak membosankan .",positif,aplikasi bagus enak lihat bosan
Bagus ga ada kendala aman aman saja sejak jaman twitter sampai sekarang tetap bagus.,positif,bagus ga kendala aman aman jaman twitter bagus
Lumayan oks,positif,lumayan oks
Menarik dan tingkatkan fiturnya lagi,positif,tarik tingkat fiturnya
"sumpah ya, gua kesel banget sama X ini karena apa, karena setiap gua buka GUA DISURUH MASUKIN AKUN LAGI padahal kemarin akun pertama gua udah kena banned gajelas dan pas gua login pakai akun google yang baru malah gabisa juga, tolong banget buat X LEBIH DI PERBAIKI LAGI, gua bener bener resah sama ini kesalahan",netral,sumpah ya gua kesel banget x gua buka gua suruh masukin akun kemarin akun gua udah kena banned gajelas pas gua login pakai akun google gabisa tolong banget x baik gua bener bener resah salah
Nice,positif,nice
semenjak jadi X Males banget jadi suka ke refresh atau muat ulang otomatis di beranda,negatif,semenjak x males banget suka refresh muat ulang otomatis beranda
Bagus,positif,bagus
Sangat membatu sekali dalam berbagai hal informasi,positif,batu informasi
Cbc F⚾🏑🥏 🌹🌹🌹🌹🌹🌹🌹 🌹✨✨🎀✨✨🌹 🌹🌟🎁🙆🎁🌟🌹 🌹🌟🎁💎🎁🌟🌹 🌹🌟🎁💖🎁🌟🌹 🌹 Happy bday 🌹 🌹🌹🌹🌹🌹🌹🌹,positif,cbc f       happy bday  
"Kangen jaman Twitter, sekarang terlalu banyak peraturan, dikit salah suspend.",positif,kangen jaman twitter atur dikit salah suspend
Gambar Bagus,positif,gambar bagus
Tolong sistem pencarian videonya dipercanggih & dipermudah,netral,tolong sistem cari video canggih mudah
Cocok buat curhat gak bakal di hapus.bebas berkontak,positif,cocok curhat gak hapusbebas kontak
ok,positif,ok
Happy day,positif,happy day
Aplikasi taik.. Baru download 2 hari sudah ilang lg akun gw. Harus bikin akun baru lg... Kan anj1&g banget nih aplikasi.,negatif,aplikasi taik download ilang lg akun gw bikin akun lg anjg banget nih aplikasi
Ok,positif,ok
Aplikasi apa ini.... kalo mau sign in selalu kembali ke halaman utama... ga jelas banget si bikin aplikasi,negatif,aplikasi kalo sign in halaman utama ga banget si bikin aplikasi
mantap dan keren,positif,mantap keren
Sangat bagus,positif,bagus
Knp GK bisa masuk email dari aplikasi nya yaa tapi kalo dari google atau yang lain bisa ?,netral,knp gk masuk email aplikasi nya yaa kalo google
Bagus....,positif,bagus
Oke,positif,oke
"Bagus tapi, kenapa akunku di tanggung padahal gak posting apa apa, gak nyepam juga, aneh tapi nyata, mohon di tingkatkan lagi",positif,bagus akun tanggung gak posting gak nyepam aneh nyata mohon tingkat
Good global x,positif,good global x
Bokeh,netral,bokeh
Fitnes,positif,fitnes
Ok cek,positif,ok cek
Suka ngelag,negatif,suka ngelag
aneh,negatif,aneh
Refres sendiri login juga susah,negatif,refres login susah
Loading terus,negatif,loading
"Twitter semenjak ganti ke X makin kek kont,apk pepk",negatif,twitter semenjak ganti x kek kontapk pepk
Seru,positif,seru
Nice,positif,nice
Ok,positif,ok
"sering error log in nya ini,sering kasih gambar terus verifikasi",negatif,error log in nya inisering kasih gambar verifikasi
Tidak dapat masuk ke akun sendiri,negatif,masuk akun
aplikasi tolol,negatif,aplikasi tolol
Kenapa gw gabisa login pake akun gogelya,negatif,gw gabisa login pake akun gogelya
Kimai,negatif,kima
Cara membuat blog and what i am steak Ama celana jeans,positif,blog and what i am steak ama celana jeans
Lumayan,negatif,lumayan
Mantap,positif,mantap
Akun selalu log out sendiri padahal enggak di apa apain,negatif,akun log out apain
Aplikasi penuh dengan BOT & Hacking,negatif,aplikasi penuh bot hacking
Loco,positif,loco
"Hedhh rusak swmua, tolol",negatif,hedhh rusak swmua tolol
Beranda selalu kerefresh otomatis itu lumayan membuat jengkel,negatif,beranda kerefresh otomatis lumayan jengkel
Ok,positif,ok
Ok,positif,ok
"Berat buat upload video , tolong di tingkatkan lagi",positif,berat upload video tolong tingkat
"Ga bisa login login, jaringan full..",negatif,ga login login jaring full
Bagusan,positif,bagus
Kok akun ku gk bisa kebuka y jdi kesel sendiri,negatif,akun ku gk buka y jdi kesel
good,positif,good
Aplikasi bagus,positif,aplikasi bagus
"suka pindah"" sendiri",negatif,suka pindah
Kenapa tidak bisa diinstal,negatif,diinstal
"Makin susah jaringannya,eror terus",positif,susah jaringannyaeror
sering banget update nya trus pas update bukan nya makin bagus malah makin jelek,negatif,banget update nya trus pas update nya bagus jelek
ngelag terus padahal klo buat apl lain lancar jaringannya,netral,ngelag klo apl lancar jaring
Gak enak banget,negatif,gak enak banget
"Ada bug like, setelah like tiba-tiba unlike dengan sendirinya. Very annoying",negatif,bug like like tibatiba unlike very annoying
good,positif,good
Enak untuk nonton bokep,positif,enak nonton bokep
KOK VIDEONYA GK NYALA SIHHHHH,negatif,video gk nyala sihhhhh
Ok,netral,ok
bagus,positif,bagus
Ini knp gk bisa masuk,positif,knp gk masuk
sering error,netral,error
Lama anjiny,negatif,anjiny
"Jaringan bagus, internet lancar dan cepat. Loading TL gak bisa😂 Mending kalo loading masih lama/lambat. Ini suka tiba2 gak bisa. Gak jelas nih, gak pernah di perhatiin kritikan ke Appsnya.",negatif,jaring bagus internet lancar cepat loading tl gak bisa mending kalo loading lamalambat suka gak gak nih gak perhatiin kritik appsnya
Berbelit belit masuk ke x,negatif,belit belit masuk x
Tolong perbaiki likesnya! saya ingin melihat like seseorang,negatif,tolong baik likesnya like
Isinya film dewasa tok,negatif,isi film dewasa tok
Makim ancur,negatif,makim ancur
"aplikasi gaje gabisa login pdhl dah bener, buat akun juga ga bisa perbaiki dulu dah ni apk klo gk mau di spam bintang 1",negatif,aplikasi gaje gabisa login pdhl dah bener akun ga baik dah ni apk klo gk spam bintang
"Update terus, Server tidak dibenahi. Percuma dikasi ulasan, tidak ada tanggapan.",negatif,update server benah kasi ulas tanggap
That's good 👍🏻,positif,thats good 
semakin jelek ngabisin paket ajah,netral,jelek ngabisin paket ajah
Males isinya orang overhate doang,negatif,males isi orang overhate doang
"Gmn sih!saya sudah login pake akun google dan malah muncul ""ada kesalahan teknis ulangi permintaan lagi""SAYA COBA BERAPA KALI GAK BISA!!,MOHON DI BALIki",negatif,gmn sihsaya login pake akun google muncul salah teknis ulang minta lagisaya coba kali gak bisamohon balik
Keren,positif,keren
"Tidak bisa login ulang, bikin baru pun ga bisa",negatif,login ulang bikin ga
Bagus,positif,bagus
"Hampir 1 jam buat akun tapi terus menerus ""tidak bisa diakses"" stres lama lama",negatif,jam akun terus akses stres
iya,negatif,iya
Tiba* akun saya di 5anguhkan gatau sampe kapan. Ada apa ini gada info sama sekali,negatif,akun anguhkan gatau sampe gada info
"Ini masalah pemutaran ga selesai selesai, ga nyaman jadinya, tolong di perbaiki, udah berhari-hari.",negatif,putar ga selesai selesai ga nyaman tolong baik udah berharihari
Gpod,positif,gpod
Mantap,positif,mantap
Lambat loading,negatif,lambat loading
Terbaik,positif,baik
Pake dibatesin segal asu,negatif,pake dibatesin segal asu
Lemot,negatif,lot
aplikasi tidak bsa dibuka,negatif,aplikasi bsa buka
"Sering log out sendiri akun ku, dan skrg mau login ada kesalahan teknisi 😭😭",negatif,log out akun ku skrg login salah teknisi 
semakin buruk,negatif,buruk
"setelah up date malah bubrah, video bisa di putar tp foto profil dan gambar beranda tdk bisa dibuka layaknya ta ada kuota.",negatif,up date bubrah video putar tp foto profil gambar beranda tdk buka layak ta kuota
Ok lebih baik dibandingkan sebelum ganti logo,positif,ok banding ganti logo
bug login,negatif,bug login
Weh akun gw ga bisa dibuka kenapa lagi siiii?,netral,weh akun gw ga buka siiii
Bagus,positif,bagus
Mau login lewat email dari smalem katanya ada kesalaha cobalagi nnti dan sampe skrng masih gabisa login,negatif,login email smalem kesalaha cobalagi nnti sampe skrng gabisa login
Kesalahan trus.. gabisa masuk,negatif,salah trus gabisa masuk
"JELEK BGT, MASA UDAH PAKE AKUN GOOGLE TETEP GABISA MASUK KE AKUN?!?! DITINGKATIN DAN DIBENERIN LAGI!!!!",negatif,jelek bgt udah pake akun google tetep gabisa masuk akun ditingkatin dibenerin
Kenapa gk bisa masuk aneh.terjadi kesalahan terus mohon di perbaiki,negatif,gk masuk anehterjadi salah mohon baik
Mantap,positif,mantap
Aplikasi Goblokk,negatif,aplikasi goblokk
Ok,positif,ok
Bagus,positif,bagus
"kesel bngt, sering bngt skrng pas lagi buka x malah keluar sendiri, disuruh login lagi, setiap hari pasti gitu terus, aplikasi jelek",negatif,kesel bngt bngt skrng pas buka x suruh login gitu aplikasi jelek
"apk lolot,bug trs aj9",negatif,apk lolotbug trs aj
Semenjak jadi x aplikasinya jelek akaowkaow,negatif,semenjak x aplikasi jelek akaowkaow
"Akun tiba2 d tanggukan, salahnya d mna.",negatif,akun d tangguk salah d mna
Nice,positif,nice
ga bisa login anjeeeeng,negatif,ga login anjeeeeng
Engk bisa login lagi dengan akun lama ribet daftar nya,negatif,engk login akun ribet daftar nya
Mantap,positif,mantap
"Ini x maunya apa sih?? Akun aku sering logout sendiri, tadi udh nyoba buat login lagi malah ngga bisa. Padahal aku main x udah dari jaman masih twitter namanya, aplikasi ini makin hari makin amburadul, makin aneh.",negatif,x mau sih akun logout udh nyoba login ngga main x udah jaman twitter nama aplikasi amburadul aneh
Aplikasi rusak. Kagak bisa login.,negatif,aplikasi rusak kagak login
Top,positif,top
"Sejak di update Mala sering log out sendiri, dan sekarang malah gak bisa masuk sama sekali.",negatif,update mala log out gak masuk
burik,negatif,burik
Aplikasi x memang top luar biasa,positif,aplikasi x top
Ok,positif,ok
Gajelas halaman sering ke refresh sendiri.akun sering log out sendiri.dikit² di suruh mecahin teka teki arkose lah,negatif,gajelas halaman refresh sendiriakun log out sendiridikit suruh mecahin teka teki arkose
"Aplikasi tolol, 5 kali tambah nomor gagal terus. Pulsa sampe habis kepotong tapi nomor gak nambah nambah. GIliran akun gak pakai nomor malah ke suspend aneh. Minta buka suspend 1 Minggu gak dibalas dibalas.",negatif,aplikasi tolol kali nomor gagal pulsa sampe habis potong nomor gak nambah nambah gilir akun gak pakai nomor suspend aneh buka suspend minggu gak balas balas
Sagat bagus di gunakan,positif,sagat bagus
X sekarang dikit² ulang Enakan Twitter yg dulu aja aplikasi sialan x emng,negatif,x dikit ulang enak twitter yg aja aplikasi sial x emng
Sangat bagus,positif,bagus
Sangat berguna bagi saya dan sangat membantu,positif,guna bantu
Jelek skrang,negatif,jelek skrang
sgt bagus,positif,sgt bagus
Suka eror ndak bisa masuk. Aplikasi jelek,negatif,suka eror ndak masuk aplikasi jelek
Amazing apps,positif,amazing apps
bad,negatif,bad
SANGAT BURUK,negatif,buruk
Bagus,positif,bagus
Ga guna,netral,ga
Mantappp,positif,mantappp
"gw ga tau gw yg bego atu pelupa atu gimana,masa mau mau masuk ke akun semdiri di curigai dan seinget gw juga itu dari nama akun,kata sandi nama email masa salah mulu gimana sii",netral,gw ga tau gw yg bego atu lupa atu gimanamasa masuk akun semdiri curiga seinget gw nama akunkata sandi nama email salah mulu gimana sii
Bisa buat nonton anime hentai,positif,nonton anime hentai
"Ga bisa login, ""kesalahan teknis, mohon coba kembali""",negatif,ga login salah teknis mohon coba
Gak bisa login plis,negatif,gak login plis
Sering keluar sendiri tlong jngn kek gitu,netral,tlong jngn kek gitu
Biasanya nyambung lancar tapi kenapa,negatif,nyambung lancar
Bagus,positif,bagus
"Kenapa Twitter saya tiba tiba keluar dan tidak bisa kembali masuk , sudah masukan no telpon,email dan sandi . Selalu muncul salah,coba beberapa saat , tolong bantuannya",negatif,twitter masuk masuk no telponemail sandi muncul salahcoba tolong bantu
Good,positif,good
Bgus tpi minus nya kluar akun sendiri Mulu,positif,bgus tpi minus nya kluar akun mulu
"ini kenapa ya tolong, postingan saya tiba-tiba ilang sebagian. di refresh yang kembali lagi hanya beberapa postingan ajaa.. TOLONGGG DI TANGGAPI PLISSSSS INII POSTINGAN SAYA YANG ILANGG PENTING PENTINGG SEMUAAAAAAAAAAAAAA!!!!!!!!!!!!",negatif,ya tolong postingan tibatiba ilang refresh postingan ajaa tolonggg tanggap plisssss ini postingan ilangg pentingg semuaaaaaaaaaaaaaa
GA BISA MASUKIN AKUN YG TELAH DI TANGGUH KAN TOLONG PERBAIKIN ELONMUKSLIS,negatif,ga masukin akun yg tangguh tolong perbaikin elonmukslis
Huek,negatif,huek
"kenapa ya, ini apk malah makin buruk, tiba tiba entah kenapa, disuruh login lagi, padahal belum ada 2 hari sudah disuruh login lagi, dan itu terus terjadi.. mohon segera diperbaiki",negatif,ya apk buruk suruh login suruh login mohon baik
keren banget 👍👍👍,positif,keren banget 
Ok banget,positif,ok banget
ngebug tidak bisa login akun,negatif,ngebug login akun
"Tolong usahin bug nya di hilangin dong, dan tambahkan bisa lihat like orang lagi dong",netral,tolong usahin bug nya hilangin tambah lihat like orang
Bagus,positif,bagus
"Tidak bisa login dengan alasan yang tidak jelas, apk sampah",negatif,login alas apk sampah
