review,sentiment
Is the best,5
Sekarang sering bgt ngebug dah,3
screen loading,1
Mantaaap abis 👍,5
Sering keluar sendiri. Bug,3
"Gak jelas, gak bisa dibukak",1
Ol,4
sangatlah baguss,5
crash hbis,3
Insight baru,5
bagus,5
Kerenn👍🏿👍🏿👍🏿😄👌🏿,5
"Sering buffering, loading terus. Padahal koneksi internet lancar untuk aplikasi lain.",1
Saya Suka Ini,5
💯,5
👍👍,5
Oke,4
The best app in the world and planet,5
Hp sya tidak bisa install twitter yang versi baru Kira2 solusinya bagaimana?,1
Oke mantap,4
kok gabisa ganti ava ya? udah dicoba beberapa kali tpi gabisa diubahh avanya,1
Hebat sekali 😉,4
Agus berita hiburan ada semua,5
👍,5
Ultra Lemot,1
AWESOME,5
Bgus,5
Mantep nih,5
Download Xvideos Jv hd search,5
Bagus,5
Ok,5
"SERING BANGET NGECRASH bingung padahal memori ga penuh, jaringan stabil dan sudah pake versi terbaru juga padahal",2
Terserah,1
semenjak namanya jadi x ni aplikasi makin aneh aja dah,1
Keren,5
Sangat menarik,4
"Tolong kembalikan Twitter yang dulu, apaan semenjak di-update malah makin jelek.",1
pantes reting jelek,1
what bro!!,1
banyak bokep😋😋,5
ribet skrng twiter,1
Bagus,5
apk tolol,1
"Bagaimana cara agar komenan terlihat dari yang terbaru, bukan dari akun cenblue g****k.",3
Profile update keeps failing. It's really annoying,1
Sangat membantu,5
Loading padahal jaringan bagus,1
Suka Keluar MasuK. Sekarang mah Susah,1
Tidak bisa masuk harus masukan kode verifikasi padahal ga dikirim kode nya,1
Ngk jelas Akun aku di tangguhkan tiba² dan GK bisa mengajukan banding Ngk jelas nih apk,1
Baik Bagus,5
Mantap,5
Lumayan,4
excellent,5
Aplikasi payah,1
oke oke aja sih,5
Sangat bagus karena ada vidio bokeppppppp,5
👍,5
Memberi pengetahuan baru dalam segala hal,5
Sekarang kok sering suspend dan sensitf,5
"Banyak bug di hp guaa, ntah video jalan sendiri suara masih jalan meskipun ga muter videonya ntah lahh",1
Baik,5
Akun sering terpental,2
Bisa update aplikasi nya kah soalnya pas saya masuk gak bisa,1
SOOOOOO BADDD,1
sudah sangat baik pertahankan ya..trimksih,5
Bagus,5
makasih,5
Sangat baik,5
Sangat seru banyak teman,5
X ..bisa mempercepat wawasan Nusantara,5
The best of the best all human like it,1
Good,5
Memuas kan,4
boooo!!,1
Aplikasi bagus,5
Aku suka dengan aplikasi ini keren bisa mendapatkan Berita-berita Terbaru dari seluruh dunia,5
Dikit dikit di suruh login ulang asuu aplikasi sampah,1
Nice apk,4
Keren,5
"iklan, menjebak di mana-mana",1
Gembel,1
Yabuni,5
APLIKASI GOUBLOG !!!!! SANGAT LAMBAT DAN TIBA TIBA SERING ADA NOTIF TERJADI MASALAH ANJ GATAU LAH,1
Error,1
Aplikasi taikkk sering terkunci sendiri (kurang ke amanan nya ),1
Not good display,1
Ok,5
Cukup baguslah,4
aplikasi apa lah ini,1
"I don't know if it's a bug or a limit, but I wonder why I can't change my X profile picture? Many users are having this problem too, if this is a bug, please fix it 🥺",3
Is the best,5
GABISA LOGIN KE TIKTOK JANCOG,2
Aplikasi ini sangat bagus Saya suka🤩,5
anjing lah masa akun baru buat langsung di tangguhkan. tolol banget,1
Aku nak bisa liat mas AMBA🤬🤬🤬😡,1
Jelek bat elon,1
Bagus,5
akun akun porno nya dihilangin ya,4
"Tolonglah...aku mau login ke akun lama X ku gabisa masuk gara² ""ada yang mencoba memasuki akun anda.."" gejelas!! gw tu kau hapus akun lama gw itu anj masa gitu doang gabisa bngsat",4
Oke,5
Yayyy twitter ku masih gambar burung biru 😗🎶🎶,5
Mantap,5
"The error in this application is Auto Scroll, Auto refresh, Bugs, Lag, like feature removed",1
Cukup membantu 👍👍👍,5
makin gak jelas,1
too many update,1
Applikasi yg menyajikan barita dan information yg cepat akurat dan bermutu,5
Ajak aku naik kapal space x banggg,5
Nice,5
Good,5
Masalah akun yang tidak bisa login buat akun baru malah namanya yang tidak bisa trus guwa login pakai google gk bisa.,1
"Aplikasi gajelas ntol,banyak buzzer nya Anis.Mending nih aplikasi dihapus",1
"bagus, Lebih leluasa menjelajah",5
Not good,1
"buset dah X, loading nya lama bener, mau lihat video aja bisa ampe 20menit an nunggu loading nya.. padahal sinyal wifi bagus, cek buka apk lain lancar lancar aja. bener-bener dah X",1
Minta tlg Iklan Di hapus Sangat Menganggu,5
secara tampilan bgus tapi sekrang aku gak bisa liat foto lagi cuma bisa liat vidio dan gif kenapa ya,3
👍🏻👍🏻👍🏻,5
mau login aja ribet bgt pke pke di tanya nama pengguna,1
Burik,3
Informasi nya akurat,5
Gak bisa-bisa login baik dari web maupun apk. Twitter jadi x makin bermasalah,1
Jos,5
Suka aja,5
Mau ganti foto profil aja gak bisa,1
Apaan sih makin buruk aja aplikasi nih . Setiap seminggu sekali harus ganti pasword. Kurang kerjaan x ..maksud nya n apaan deh .,1
"akun saya tidak bisa di gunakan, pasti ada tulisan di tangguhkan mulu padahal ga ngapa ngapain",2
Oke,5
fenjahit,5
"aplikasinya bagus, saya menggunakannya",4
Saya beri BINTANG 5 semoga sukses.,5
Semakin simple,5
"Jelek banget sekarang, dikit2 update dikit2 lag dikit2 down. Beda pas jaman twitter",2
")OOWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, yg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",1
Kebebasan benar benar di batasi,1
"Makin kesini makin aneh, ga ada sebab akun d tangguhkan, bolak balik ngajuin banding tetep ae ga kebuka, apalagi sekarang kudu berlangganan, Buajing4nnnn👎👎",1
Ga bisa buat akun aneh,1
"Tetap jaga privasi dan tetap selalu independen, Karena para user ingin bersifat bebas dalam membuat postingan kritik dan hukum",5
good,5
Mantap,5
Ini knp gbisa login woi kesalahan teknis mulu.,3
Oke,5
Bagus banget,5
mau fitur semat pesan di dm dong sama pesan berbintang please nanti kalo udah ada aku kembali memberi bintang 5 mantap,1
Aplikasi sangat membantu,5
bagus,5
Padahal udah di update tapi tetap gak bisa liat qrt,1
Dosa Berjamaah Dengan X aplikasi yg khusus dewasa,5
KASMADi,5
"BERTAHUN-TAHUN PAKE TWITTER BARU KALI INI KE BANNED PADAHAL GUE GA NGAPA²N, TERPAKSA BIKIN AKUN BARU, SEMENJAK DI AMBIL ALIH SAMA ELON JADI GINI, BERTAHUN² LOH ITU AKUN, BANYAK BGT KENANGANNYA, KECEWA GUE!",1
Semua,5
Adult,5
Bagus juga,5
Informatif dan selalu update,4
Aplikasi perkumpulan orang dongo,1
Good,5
Senang,5
kecewa berat 😔,1
"TOLONG KEMBALIKAN FITUR ""LIKE"" jadi public lagi.",1
Bagus,5
Ok,5
"Saran aja ya bang, pls buat opsi sesuai negara di kolom pencarian, jadi kalo nyari sesuatu bisa fokus yang sesuai dengan negara aja🙏",4
Best app,5
Mantabbb,5
Yes yes,5
Yaj,5
aplikasi kentot,1
Where's the free speech??? The crime that the world needs to know,1
👋,5
Good,5
mangkin kesini mngkin buruk apk x ini karna selalu keluar dri akun sendiri padahal uda aman semua,1
👍👍👍,5
"bikin ngeselin tiba-tiba akun anda ditangguhkan,padahal saya sudah mengikuti persyaratan dan ketentuan. aneh",1
"kadang refresh sendiri, tapi dapet ingfo dunia mantap🗿👍",3
Top,5
Mantul..!!!,5
"Kalau download video bisa gratis dong, Akai kuota /wifi saja",4
Okey,5
Akun jadi sering close sendiri gk kaya pas masih twitteer,3
"sering banget tiba log out sendiri tiap habis ngelike/retweet, sering ngelag padahal jaringan aman, sering refresh beranda sendiri. pokoknya ga nyaman enekan jaman twitter",1
"Aplikasinya sangat bagus dan enak untuk di lihat ,dan sama sekali tidak membosankan .",5
Bagus ga ada kendala aman aman saja sejak jaman twitter sampai sekarang tetap bagus.,5
Lumayan oks,5
Menarik dan tingkatkan fiturnya lagi,5
"sumpah ya, gua kesel banget sama X ini karena apa, karena setiap gua buka GUA DISURUH MASUKIN AKUN LAGI padahal kemarin akun pertama gua udah kena banned gajelas dan pas gua login pakai akun google yang baru malah gabisa juga, tolong banget buat X LEBIH DI PERBAIKI LAGI, gua bener bener resah sama ini kesalahan",3
Nice,5
semenjak jadi X Males banget jadi suka ke refresh atau muat ulang otomatis di beranda,1
Bagus,5
Sangat membatu sekali dalam berbagai hal informasi,5
Cbc F⚾🏑🥏 🌹🌹🌹🌹🌹🌹🌹 🌹✨✨🎀✨✨🌹 🌹🌟🎁🙆🎁🌟🌹 🌹🌟🎁💎🎁🌟🌹 🌹🌟🎁💖🎁🌟🌹 🌹 Happy bday 🌹 🌹🌹🌹🌹🌹🌹🌹,5
"Kangen jaman Twitter, sekarang terlalu banyak peraturan, dikit salah suspend.",5
Gambar Bagus,5
Tolong sistem pencarian videonya dipercanggih & dipermudah,3
Cocok buat curhat gak bakal di hapus.bebas berkontak,5
ok,4
Happy day,5
Aplikasi taik.. Baru download 2 hari sudah ilang lg akun gw. Harus bikin akun baru lg... Kan anj1&g banget nih aplikasi.,1
Ok,5
Aplikasi apa ini.... kalo mau sign in selalu kembali ke halaman utama... ga jelas banget si bikin aplikasi,1
mantap dan keren,5
Sangat bagus,5
Knp GK bisa masuk email dari aplikasi nya yaa tapi kalo dari google atau yang lain bisa ?,3
Bagus....,4
Oke,5
"Bagus tapi, kenapa akunku di tanggung padahal gak posting apa apa, gak nyepam juga, aneh tapi nyata, mohon di tingkatkan lagi",4
Good global x,5
Bokeh,3
👍,5
Fitnes,5
Ok cek,5
Suka ngelag,1
aneh,1
Refres sendiri login juga susah,1
Loading terus,1
"Twitter semenjak ganti ke X makin kek kont,apk pepk",1
Seru,5
Nice,5
Ok,5
"sering error log in nya ini,sering kasih gambar terus verifikasi",1
Tidak dapat masuk ke akun sendiri,1
aplikasi tolol,1
Kenapa gw gabisa login pake akun gogelya,1
Kimai,1
Cara membuat blog and what i am steak Ama celana jeans,5
Lumayan,1
Mantap,5
Akun selalu log out sendiri padahal enggak di apa apain,2
Aplikasi penuh dengan BOT & Hacking,1
Loco,5
"Hedhh rusak swmua, tolol",1
Beranda selalu kerefresh otomatis itu lumayan membuat jengkel,1
Ok,5
Ok,5
"Berat buat upload video , tolong di tingkatkan lagi",5
"Ga bisa login login, jaringan full..",2
Bagusan,5
Kok akun ku gk bisa kebuka y jdi kesel sendiri,1
good,5
Aplikasi bagus,5
"suka pindah"" sendiri",1
Kenapa tidak bisa diinstal,1
"Makin susah jaringannya,eror terus",5
sering banget update nya trus pas update bukan nya makin bagus malah makin jelek,1
ngelag terus padahal klo buat apl lain lancar jaringannya,3
Gak enak banget,1
"Ada bug like, setelah like tiba-tiba unlike dengan sendirinya. Very annoying",1
good,5
Enak untuk nonton bokep,5
KOK VIDEONYA GK NYALA SIHHHHH,1
Ok,3
bagus,5
Ini knp gk bisa masuk,4
sering error,3
Lama anjiny,1
"Jaringan bagus, internet lancar dan cepat. Loading TL gak bisa😂 Mending kalo loading masih lama/lambat. Ini suka tiba2 gak bisa. Gak jelas nih, gak pernah di perhatiin kritikan ke Appsnya.",2
Berbelit belit masuk ke x,1
Tolong perbaiki likesnya! saya ingin melihat like seseorang,1
Isinya film dewasa tok,1
Makim ancur,1
"aplikasi gaje gabisa login pdhl dah bener, buat akun juga ga bisa perbaiki dulu dah ni apk klo gk mau di spam bintang 1",1
"Update terus, Server tidak dibenahi. Percuma dikasi ulasan, tidak ada tanggapan.",1
That's good 👍🏻,5
semakin jelek ngabisin paket ajah,3
Males isinya orang overhate doang,1
"Gmn sih!saya sudah login pake akun google dan malah muncul ""ada kesalahan teknis ulangi permintaan lagi""SAYA COBA BERAPA KALI GAK BISA!!,MOHON DI BALIki",1
Keren,5
Baik,5
"Tidak bisa login ulang, bikin baru pun ga bisa",1
Bagus,5
"Hampir 1 jam buat akun tapi terus menerus ""tidak bisa diakses"" stres lama lama",1
iya,1
Tiba* akun saya di 5anguhkan gatau sampe kapan. Ada apa ini gada info sama sekali,1
"Ini masalah pemutaran ga selesai selesai, ga nyaman jadinya, tolong di perbaiki, udah berhari-hari.",2
Gpod,5
Mantap,5
👍👍👍👍,5
Lambat loading,1
Terbaik,5
Pake dibatesin segal asu,1
Lemot,1
aplikasi tidak bsa dibuka,1
"Sering log out sendiri akun ku, dan skrg mau login ada kesalahan teknisi 😭😭",1
semakin buruk,1
"setelah up date malah bubrah, video bisa di putar tp foto profil dan gambar beranda tdk bisa dibuka layaknya ta ada kuota.",1
Ok lebih baik dibandingkan sebelum ganti logo,5
bug login,1
Weh akun gw ga bisa dibuka kenapa lagi siiii?,3
Bagus,5
Mau login lewat email dari smalem katanya ada kesalaha cobalagi nnti dan sampe skrng masih gabisa login,1
Kesalahan trus.. gabisa masuk,1
"JELEK BGT, MASA UDAH PAKE AKUN GOOGLE TETEP GABISA MASUK KE AKUN?!?! DITINGKATIN DAN DIBENERIN LAGI!!!!",1
Kenapa gk bisa masuk aneh.terjadi kesalahan terus mohon di perbaiki,1
Mantap,5
Aplikasi Goblokk,1
Ok,5
Bagus,5
"kesel bngt, sering bngt skrng pas lagi buka x malah keluar sendiri, disuruh login lagi, setiap hari pasti gitu terus, aplikasi jelek",1
"apk lolot,bug trs aj9",1
Semenjak jadi x aplikasinya jelek akaowkaow,2
"Akun tiba2 d tanggukan, salahnya d mna.",1
Nice,5
ga bisa login anjeeeeng,1
Engk bisa login lagi dengan akun lama ribet daftar nya,1
Mantap,5
"Ini x maunya apa sih?? Akun aku sering logout sendiri, tadi udh nyoba buat login lagi malah ngga bisa. Padahal aku main x udah dari jaman masih twitter namanya, aplikasi ini makin hari makin amburadul, makin aneh.",1
Aplikasi rusak. Kagak bisa login.,1
Top,5
"Sejak di update Mala sering log out sendiri, dan sekarang malah gak bisa masuk sama sekali.",1
burik,1
Aplikasi x memang top luar biasa,5
Ok,5
Gajelas halaman sering ke refresh sendiri.akun sering log out sendiri.dikit² di suruh mecahin teka teki arkose lah,1
"Aplikasi tolol, 5 kali tambah nomor gagal terus. Pulsa sampe habis kepotong tapi nomor gak nambah nambah. GIliran akun gak pakai nomor malah ke suspend aneh. Minta buka suspend 1 Minggu gak dibalas dibalas.",1
Sagat bagus di gunakan,5
X sekarang dikit² ulang Enakan Twitter yg dulu aja aplikasi sialan x emng,1
Baik,5
Sangat bagus,5
Sangat berguna bagi saya dan sangat membantu,5
Jelek skrang,1
sgt bagus,5
Suka eror ndak bisa masuk. Aplikasi jelek,1
Amazing apps,5
bad,1
SANGAT BURUK,1
Bagus,5
Ga guna,3
Mantappp,5
"gw ga tau gw yg bego atu pelupa atu gimana,masa mau mau masuk ke akun semdiri di curigai dan seinget gw juga itu dari nama akun,kata sandi nama email masa salah mulu gimana sii",3
Bisa buat nonton anime hentai,5
👌,5
"Ga bisa login, ""kesalahan teknis, mohon coba kembali""",1
Gak bisa login plis,1
Sering keluar sendiri tlong jngn kek gitu,3
Biasanya nyambung lancar tapi kenapa,2
Bagus,5
"Kenapa Twitter saya tiba tiba keluar dan tidak bisa kembali masuk , sudah masukan no telpon,email dan sandi . Selalu muncul salah,coba beberapa saat , tolong bantuannya",1
Good,5
Bgus tpi minus nya kluar akun sendiri Mulu,5
"ini kenapa ya tolong, postingan saya tiba-tiba ilang sebagian. di refresh yang kembali lagi hanya beberapa postingan ajaa.. TOLONGGG DI TANGGAPI PLISSSSS INII POSTINGAN SAYA YANG ILANGG PENTING PENTINGG SEMUAAAAAAAAAAAAAA!!!!!!!!!!!!",1
GA BISA MASUKIN AKUN YG TELAH DI TANGGUH KAN TOLONG PERBAIKIN ELONMUKSLIS,1
Huek,1
"kenapa ya, ini apk malah makin buruk, tiba tiba entah kenapa, disuruh login lagi, padahal belum ada 2 hari sudah disuruh login lagi, dan itu terus terjadi.. mohon segera diperbaiki",2
keren banget 👍👍👍,5
Ok banget,5
ngebug tidak bisa login akun,1
"Tolong usahin bug nya di hilangin dong, dan tambahkan bisa lihat like orang lagi dong",3
Bagus,5
"Tidak bisa login dengan alasan yang tidak jelas, apk sampah",1
minta tolong perbaiki akun saya admin...kok di tangguhkan blom tau salahnya dimana kok di tangguhkan 🙏 tidak bisa masuk akundnya....tolong perbaiki min🙏,5
Sangat susah,5
Mantap,5
give me give away please,5
keren,5
"Kelock mulu jadi males main Twitter, bug juga tolong perbaiki dong elon jangan cuma bisa suspen doang",1
Jadi aneh nih X,1
di ban mulu,1
sinyal masuk susah,1
sering log out sendiri,3
Twiter gx bisa login elor,1
🤩😍❤️,5
"Aplikasi tolol, setiap hari pasti ada aja masalah muncul akun jadi buffering mulu padahal jaringan waras2 aja dan solusinya harus ganti ke akun alternatif, masalah dari jaman twitter sampe sekarang gapernah beres",1
Sering keluar sendiri ga jelas,1
nice,5
aplikasai kntl login aj gak bisa,1
Goooood,3
perusak hubungan,1
Semakin buruk,1
"Masa baru bikin akun baru, baru masuk sebentar tidak keluar sendiri dari apk nya sendiri mau masuk lagi sudah tidak bisa masuk.. apk babi",1
This is Elon musk,1
Tolong min ada kesalahan teknis saat login tolong diperbaiki secepatnya,1
Akun saya di tangguhkan.bagaimana membuka nya kembali,5
anjai,5
Mantabh,5
Yuda Abdullah I love you😍 💋🥰,4
Ndak bisa dibuka,1
Tiba2 log out sendiri & tdk bs log in lg wlpun sudah pke email. Semakin di update malah semakin Burik.,1
Good,5
Media sosial baik,5
"strange app! There is already an email and password, but you are asked for a username to enter Twitter! rubbish",1
suka logout sendiri,1
"Ah Ribet Mao Login Ajj Ribet Bkin Nma Pnggunany, Gue Uninstal Lngsng Gndok!",1
"Setiap kali mau buka X selalu keluar dari akun,mana pas masuk akunnya GK bisa lg",2
👍👍👍👍,5
kenapa beranda nya cpt bgt kerefresh bejirrr blm sempat baca kocakkkkk! perbaiki lgi!,1
Semenjak di update jdi susah nonton video. Malah tersambung ke iklan2 gajelas,1
"X semakin update kesininya semakin aneh, masih mending ketika berlogo burung biru 🐦",4
Ada oshi aing,5
Makin kesini makin ga jelas ini aplikasi,2
failed on update post,5
Apk rusak jangan di download suka nge scroll sendiri suka reload sendiri,1
Sangat bagus patut mendapat 5bintang,5
"beranda timeline tidak sesuai, dan tidak bisa di atur",1
Menyediakan banyak informasi,5
"Gimana sih, mau login, kata sandi udah bener tapi kesalahan jaringan mulu katanya padahal jaringan baik-baik aja. Login pake akun google ga bisa, pake kata sandi juga gak bisa, maunya apaaaa! Gajelas banget, cepetan benerin deh bikin susah aja",1
terbaik,5
Sering eror bug Saat buka DM,5
Ok,5
informasi nya akurat dan dapat di percaya,5
Gak jelas,1
"parah banget elon butuh duitnya dah. udah beranda dibatesin feednya, iklan udah bajibun di feed & komen, eh muter video juga ada iklannya",1
Nice,5
gk bisa masuk,1
"Ini kok aneh saya baru saja instal x dan login di akun saya kok tiba tiba muncul akun di tangguhkan, ngajukan banding katanya harus login, sudah di dalam akunnya mau login sperti apa lagi,",1
"yang bikin kesel itu, tiap ada tagar yang trandeng, banyak banget akun2 jual diri. capek ngeblokir banyak banget, tapi masi aja banyak yang muncul",1
Bagus,5
Update terus. Hmmm,1
Kenapa tidak bisa diinstal untuk hp tertentu,3
gila disini bisa nonton bokep,1
sulit dipahami,2
"2 seri terakhir sangat buruk, tren yang ada di beranda bukan yang saya sukai capek ngeklik skip atau blok, ganggu!",1
Ok,3
"Udah 3 hari mau buka Twitter nggak bisa sama sekali semenjak di perbarui, buka aplikasi langsung keluar sendiri",1
Informatif,5
Aplikasi terbaikku,5
Akun sering dilogout paksa,1
"Semenjak di akuisisi si Elon, aturan tidak jelas, akun saya di banned secara, pelayanan dan panduan sangat sangat tidak memuaskan, alasan ini itu tetap saja tidak di buka, sampai buat akun baru tetap saja kena banned padahal tidak melakukan aturan yang bertentangan dengan hukum. X tidak rekomen sekarang. Masih lebih fleksibel Twitter yang dulu ketibang x sekarang...",1
Tik,5
bagus,5
useless,1
LEMOT BANGET NI APLIKASI SEKARANG JADI BERAT💀,3
"tiba tiba keluar akun sendiri ini gimana, udah coba login berkali kali tapi tetep gabisa",1
"Aneh, lagi scrol scrol ke refresh sendiri, apa"" ke refresh mulu emosi",1
Masa login nya ga langsung si?,1
Bagus aplikasi ini,5
where the old me?,1
ya keren,5
Ga ngapa-ngapain tiba2 akun di tangguhkan kan aneh,1
Apaan akun gw di blokir jaringan sllu tidak stabil LEBIH PARAH SEMENJAK DI GANTI X,1
Sangat bagus buat Saya,5
Mantap,5
Mantap,5
bubu,5
Semua terbuka,5
"Semenjak diganti jadi x, jadi sering error",1
APAAN DAH SUKA CRASH TIBA-TIBA SEKARANG,3
Baru coba4 bintang duluya,4
"tiba² keluar sendiri dari aplikasinya, lemot juga padahal biasanya enggak tapi sekarang jadi kek gitu.",1
KENAPAA GA BISA GANTI PP????,3
"Aplikasi ini cukup informatif untuk mencari berbagai berita terkini, jadi tidak akan pernah ketinggalan berita terbaru lagi. Selain informasi ada berbagai hal menarik lainnya yang bisa dilihat di aplikasi X ini",5
Oke,5
"Hey, the last few months has been weird My X often can't be load even though I got good Internet connection I can go to the homepage, but can't reload the timeline or search anything I use Samsung s23 Hope you fix it asap Thanks",2
masuk screen loading malah ke rifresh sendiri,1
Standar ganda,1
"Tandanya aplikasi kudu diupdate, screen loading lama banget",5
"Loading mulu kamfreettt,lama lagi loading nya.pdhal jaringan bagus...",4
Puyeng lihat sexy sexy terusss euy tapi mantap sih buat bahan colyyyt,5
Screen loading is sucks!!,1
Twitter semakin upgrade selalu tetap dihati,5
"Suka,mudah dalam mencari info",5
Kenapa akun saya terkunci,5
Apaan tiba tiba akun ditangguhkan,1
Bagus tampilannya..,5
berita cepat,5
good,5
Good,5
Bangke,1
love men,5
saya gatau tapi bagus,5
"sumpah akhir² ini x selalu error, masa setiap gw main x suka tbtb keluar sendiri tanpa sebab? dan itu bukan yg pertama nya dan jg setiap mau login ulang susah bgtt gabisa trs. lama lama males jg sm ni apk rasanya mw gw hapus aja",1
Akun saya ko bisa d tanggukan,1
Nice,5
Kenapa twit-twit / gambar-gambar yang udah di markah beberapa bulan yg lalu menjadi hilang? Padahal ada hal yang penting yang masih mau dibaca/dibuka kembali 😌,4
Bokep,5
Apk nya bagus bisa menghasilkan uang,5
personal ELON MUSK,5
makin jelek jadi banyak iklan,1
bagus,5
auto scrolling menyebalkan,1
adain kirim otp lewat wa gituu kan kalo nomor hp gaaktif jadi masih ada wa,1
"Baru menjadi anggota baru menyimak dulu ,dengan apa yang diunggah oleh anggotanya",3
Kokkkkk,5
"hapus fitur auto refresh + auto show nyaa dong, ganggu bet",1
Keren menambah wawasan.,5
"I gave 1 star because a total of 4 of my accounts were suspended by X even though the content of the content did not commit dangerous actions or other violations. the email to appeal the suspension of the account since yesterday was not even replied to. this application is good but unfortunately the arbitrary act of suspending someone's account without giving a detailed explanation of what kind of violation has been committed, sucks.",1
Sadgrillll,1
Cukup menghibur,5
Lag paraah,1
Windah basudara presiden Indonesia tahun 2030,5
"sedikit kesel sama fitur auto scroll, kadang pengen di ulang videonya eh malah ke scroll sendiri. mana fiturnya gabisa di matiin pula. tolong ya, tambahin fitur supaya ga auto scroll, kesel bgt tau pengen ngulang video eh malah ke scroll sendiri.",4
semenjak di update jadi suka log out sendiri,2
Gk suka auto refresh nya 😒,1
bagus,5
Baik,5
Bagus sesuai harapan,4
Aplikasi tololl kagak bisa masuk idiot tooll,1
leg,1
Tolong d perbaiki untuk pemutaran video nya yg selalu tersendat.,5
Fix bug auto refresh asap,1
Good,5
Recomend,5
development so why did you break the twitter? Return the twiter to the way it used to be 🤬,1
Sangat membantu,5
"Kacau sih x makin kesini setelah di update loading terus kalo mau baca feed, padahal jaringan lancar jaya.",3
Jelek,1
"Kenapa skrng SDH mulai Ndak bisa untuk login masuk k app yh,,?? Uda di uninstall habis itu install kembali juga tetap sama aja Ndak bisa masuk,,",1
"Kurang suka sama pembaruan kebijakan X sih, merugikan artist",1
sesuau dengan akun saya tapi saya tidak dapat masuk,1
Opisonal,5
Baik,5
Good,5
"Sorry sekarang makin jelek download foto ga bisa . Bisa pun harus satu"" Lama bgt ga kek dulu",2
Good,5
Ok good job,4
Lagi serius baca berita sekarang malah langsung keluar dari halaman padahal belum selesai lagi baca dan liat beritanya. Mending balek ke model biasanya aja daripada X nig,2
👍👍,5
Good,5
Sering keluar sendiri,1
Good,5
Too many ads.,1
Mantap,5
Bagus kali,5
Bagus,5
Bagus,4
Yg lu tangguhin apa sih tod,1
makin bobrok sering log out sendiri,1
Sangat bagus,5
Keren abiss pokoknya,5
"Aplikasi kekurangan daya internet. Buka IG Tiktok lancar, pas X loading mulu.",4
Bnyak bnget iklanya,1
ribet amat mau main twiter,1
sekarang aplikasi nya susah trus kalau mau ngambil fto suka macet nyesel udah download aplikasi nya yang sekarang gk Kya dulu lancar jaya,1
"stupid apps, every time I open the application and just read for a while, it immediately refreshes, I can't find it, it's horrible.",1
Sangat bagus semua ada,5
Kenapa akun saya di tangguhkan 🗿 Padahal saya cuman login seperti biasa dan untuk mengikuti Idol saya untuk mendapatkan berita terkini dari Idol grub itu,2
"Bagusa banget,banyak drama diaplikasi X",5
Kerreeeeeennnn,5
"Keluar sendiri terus, terus pas login lagi katanya ada gangguan coba lagi nanti ah makin jelek aja nih sistemnya",2
Good,5
"developer sangat bodoh, kesalahan besar menjadikan seorang pencuci piring untuk diangkat menjadi pengembang.",1
Terlalu banyak Vidio bokep,5
banyak bokep nya😋😋,5
Suruh update terus kek bujang,5
"Jadi g jelas, suka lemot dan harus refresh. Masa 2 menit sekali harus refresh. Ga jelas",1
setengah setengah,3
bagus,4
Keren banget,5
cakep,5
Good,5
"najis lemot bat ngemtod, elon bangsATTTTT",1
Tidak ada sensor - sensore 👍,5
Bagusssss,5
Tingkatkan terjemahan ke bahasa Indonesia dan sebaliknya untuk memudahkan interaksi dan komunikasi oke terima kasih.,5
"Algoritma ga bener bgt, ga sesuai sama yg diharapkan",2
Selalu keluar sendiri disurug login lagi,1
Keren,5
Minta bantuan buat ngereset sandi yang lupa sama email aja kagabisa. Tolong bantu dong,1
Apk gajelas,1
Mantap,5
Iklan video autoplay tidak bisa dimatikan.,1
Ok,5
🙋,5
"Berita informasi dan lain2, semuanya memuaskan.",5
Good,5
"lebih baik aplikasi di hapus aja, karena tidak berguna dan isi konten nya banyak yg vulgar",1
udah bagus twiter mlah di ganti x,1
"aplikasinya sudah bagus dan gada problem, tapi kenapa akun saya tiba tiba di suspend padahal ga ngapa ngapain dan pas buka aplikasinya udh gabisa like postingan lagi dll. tolong customer service nya di upgrade, biar akun saya balik",2
Ter update pokoknya,5
Mantap,3
Akun di tangguhkan suruh keluar gagal memuat halaman ternyata ada yang lebih broken dari FB🤣,1
Bagus Sangat Menbantu,5
"Semenjak berubah ke X busuk banget komunitasnya sampah, ga ngelakuin apapun yang merujuk kekerasan ataupun kebencian akun di kunci minta ajukan banding malah kena suspend permanen",1
Makin top,5
Lumya bagus,3
Capek² scroll malah ke refresh 🗿,1
Oke 👍,5
